gem_mine_id,msha_id,country_area,mine_name,mine_name_akas,mine_name_non_eng,complex_name,gem_wiki_page_eng,gem_wiki_page_non_eng,status,status_detail,project_type,project_phase,owners,owners_gem_entity_id,owners_non_eng,parent_company,company_hqs,capacity_mtpa,production_mtpa,year_of_production,coal_output_annual_mst,mine_type,mining_method,mine_size_km2,mine_depth_m,depth_accuracy,workforce_size,workforce_accuracy,coal_type,coal_grade,percentage_of_met_coal,percentage_of_thermal_coal,accuracy_rating,reported_year_of_percentage_split,total_reserves_proven_and_probable_mt,year_of_total_reserves_recorded,total_resource_inferred_indicated_measured,reserve_to_production_ratio_r_p,opening_year,closing_year,reported_life_of_mine,reported_year_of_mine_life,coalfield,latitude,longitude,location_accuracy,primary_consumer_destination,primary_consumer_destination_name,primary_consumer_destination_gem_wiki,gas-level_rating,gas-level_rating_appraisal_year,reported_coal_mine_methane_emissions_thousand_tonnes_ch4,reported_coal_mine_methane_emissions_thousand_tonnes_co2_equivalent,year_of_reported_coal_mine_methane_emissions,source_id,has_associated_plume_data,has_associated_cmm_mitigation_data,gem_coal_mine_methane_emissions_estimate_mcm_yr,gem_coal_mine_methane_emissions_estimate_m_tonnes_yr,cmm_emissions_co2e_20_years,cmm_emissions_co2e_100_years,parent_gem_entity_id,location_non_eng,reference_type,methane_emissions_factor,methane_gas_content_m_3_tonne,mine_boundary_and_methane_emissions_sources_data_available_,has_mine_boundary_and_methane_emissions_sources_data_
M5141,,China,Henan Fengyang Coal Mine,,永城煤电控股集团登封煤业有限公司丰阳煤矿,,,https://www.gem.wiki/永城煤电控股集团登封煤业有限公司丰阳煤矿,Operating,,,,Yongcheng Coal Power Holding Group Dengfeng Coal Industry Co Ltd,E100002009283,永城煤电控股集团登封煤业有限公司丰阳煤矿,Yongcheng Coal Power Holding Group Dengfeng Coal Industry Co Ltd [100.0%],,0.6,,2024.0,,Underground,Longwall,,,Exact,1078.0,Exact,Bituminous,Thermal,,,,,24.63,2022.0,67.0,41.0,2010.0,,11.0,2022.0,,34.327784,112.901584,Exact,,,,突出矿井,2025.0,,,,,N,N,12.86,0.0086,0.71,0.26,E100002009283 [100.0%],河南省郑州市登封市送表矿区刘楼村,,1.6,19.2,N,
M5159,,China,Henan Gongyi Yaoling Coal Mine,,巩义瑶岭煤业有限公司,,,https://www.gem.wiki/巩义瑶岭煤业有限公司,Operating,,,,Gongyi Yaoling Coal Industry Co Ltd,E100002010039,巩义瑶岭煤业有限公司,Gongyi Yaoling Coal Industry Co Ltd [100.0%],,0.6,,2023.0,,Underground,Longwall,,,Exact,1366.0,Exact,Anthracite,Thermal,,,,,23.61,2019.0,60.0,39.0,2006.0,,32.0,2023.0,,34.601651,112.944262,Exact,,,,低瓦斯,2025.0,,,,,N,N,15.61,0.0105,0.86,0.31,E100002010039 [100.0%],河南省郑州市巩义市西村镇,,1.6,23.3,N,
M5523,,China,Henan Guanyintang Coal Mine,,三门峡观音堂煤业有限公司,,,https://www.gem.wiki/三门峡观音堂煤业有限公司,Operating,,,,Yima Coal Industry Group Co Ltd,E100000122095,义马煤业集团股份有限公司,China Huarong Asset Management Co Ltd [7.8%]; China Cinda Asset Management Co Ltd [23.2%]; Henan Provincial People's Government State-owned Assets Supervision and Administration Commission [65.1%]; unknown [3.9%],,0.21,,2026.0,,Underground,Longwall,,,Exact,1409.0,Exact,Bituminous,Met,,,,,6.19,2026.0,41.0,29.0,,,21.0,2026.0,Shaanmian Coalfield,34.725981,111.526378,Exact,,,,低瓦斯,2024.0,,,,,N,N,3.21,0.0022,0.18,0.06,E100000123273 [7.8%]; E100000123329 [23.2%]; E100000125490 [65.1%]; E100000132388 [3.9%],河南省三门峡市陕州区观音堂镇石壕村,,1.6,13.7,N,
M5143,,China,Henan Hebi No.8 Coal Mine,,鹤壁煤电股份有限公司第八煤矿,,,https://www.gem.wiki/鹤壁煤电股份有限公司第八煤矿,Operating,,,,Hebi Coal Power Co Ltd,E100002010228,鹤壁煤电股份有限公司第八煤矿,Hebi Coal Power Co Ltd [100.0%],,0.81,,2023.0,,Underground,,,,Exact,1960.0,Exact,Bituminous,Thermal,,,,,12.2,2021.0,52.0,15.0,1960.0,,15.0,2023.0,,35.876915,114.192062,Exact,,,,突出矿井,2025.0,,,,,N,Y,14.75,0.0099,0.82,0.29,E100002010228 [100.0%],河南省鹤壁市山城区鹿楼乡,,1.6,16.3,N,
M5145,,China,Henan Hebi No.9 Coal Mine,,鹤壁煤电股份有限公司第九煤矿,,,https://www.gem.wiki/鹤壁煤电股份有限公司第九煤矿,Operating,,,,Hebi Coal Power Co Ltd,E100002010228,鹤壁煤电股份有限公司第九煤矿,Hebi Coal Power Co Ltd [100.0%],,0.6,,2025.0,,Underground,Longwall,,,Exact,3381.0,Exact,Bituminous,Met,,,,,22.0,2020.0,,37.0,2009.0,,27.0,2020.0,,36.026587,114.127736,Exact,,,,突出矿井,2025.0,,,,,N,N,10.39,0.007,0.57,0.21,E100002010228 [100.0%],河南省鹤壁市鹤山区鹤壁集镇,,1.6,15.5,N,
M5158,,China,Henan Huatai Coal Mine,,河南大峪沟煤业集团有限责任公司华泰煤矿,,,https://www.gem.wiki/河南大峪沟煤业集团有限责任公司华泰煤矿,Mothballed,,,,Henan Dayugou Coal Industry Group Co Ltd,E100002010244,河南大峪沟煤业集团有限责任公司华泰煤矿,Henan Dayugou Coal Industry Group Co Ltd [100.0%],,0.6,,2019.0,,Underground,,,,Exact,,,Anthracite,Thermal,,,,,49.28,2010.0,74.0,82.0,,,,,,34.736582,113.118174,Exact,,,,突出矿井,,,,,,N,N,16.76,0.0112,0.93,0.33,E100002010244 [100.0%],河南省郑州市巩义市大峪沟镇,,1.6,25.0,N,
M5156,,China,Henan Huixian Chengcun Coal Mine,,辉县市龙田煤业有限公司程村矿,,,https://www.gem.wiki/辉县市龙田煤业有限公司程村矿,Operating,,,,Huixian City Longtian Coal Industry Co Ltd,E100002010277,辉县市龙田煤业有限公司,Huixian City Longtian Coal Industry Co Ltd [100.0%],,0.8,,2024.0,,Underground,Longwall,,,Exact,1410.0,Exact,Anthracite,Thermal,,,,,19.21,2018.0,,24.0,2015.0,,16.0,2024.0,,35.419123,113.539098,Exact,,,,低瓦斯,2024.0,,,,,N,N,24.3,0.0163,1.34,0.49,E100002010277 [100.0%],河南省新乡市辉县市薄壁镇程村,,1.6,27.2,N,
M5150,,China,Henan Jinling Coal Mine,,郑州磴槽企业集团金岭煤业有限公司,,,https://www.gem.wiki/郑州磴槽企业集团金岭煤业有限公司,Operating,,,,Zhengzhou Dengcao Group Jinling Coal Industry Co Ltd,E100002009222,郑州磴槽企业集团金岭煤业有限公司,Zhengzhou Dengcao Group Jinling Coal Industry Co Ltd [100.0%],,1.2,,2024.0,,Underground,,,,Exact,1558.0,Exact,Bituminous,Thermal,,,,,28.33,2020.0,,24.0,2004.0,,18.0,2022.0,,34.356988,112.792046,Exact,,,,突出矿井,2025.0,,,,,N,Y,24.26,0.0163,1.34,0.48,E100002009222 [100.0%],河南省郑州市登封市君召乡石坡爻村,,1.6,18.1,N,
M5157,,China,Henan Jiyuan No.1 Coal Mine,,河南省济源煤业有限责任公司一矿,,,https://www.gem.wiki/河南省济源煤业有限责任公司一矿,Operating,,,,Henan Province Jiyuan Coal Industry Co Ltd,E100002010250,河南省济源煤业有限责任公司一矿,Henan Province Jiyuan Coal Industry Co Ltd [100.0%],,0.66,,2025.0,,Underground,Longwall,,,Exact,616.0,Exact,Anthracite,Thermal & Met,50.0,50.0,Estimated,2021.0,5.24,2020.0,8.0,8.0,2007.0,,7.0,2025.0,Jiyuan Coal Field,35.169854,112.519912,Exact,,,,低瓦斯,2025.0,,,,,N,N,12.72,0.0085,0.7,0.25,E100002010250 [100.0%],河南省济源市克井镇王才庄,,1.6,17.3,N,
M5436,,China,Henan Ligang Coal Mine,,河南省神火集团李岗煤矿,,,https://www.gem.wiki/河南省神火集团李岗煤矿,Proposed,Pre-Permit,New,,Henan Shenhuo Group Co Ltd,E100000126617,河南神火集团有限公司,Henan Shenhuo Group Co Ltd [100.0%],,1.2,,,,Underground,,,,Exact,,,Anthracite,Thermal,,,,,84.79,2020.0,152.0,71.0,,,50.0,2020.0,Xinmi Coal Field,34.552723,113.49168,Approximate,,,,,,,,,,N,N,37.39,0.0251,2.07,0.75,E100000126617 [100.0%],河南省郑州市新密市岳村镇,,1.6,27.9,N,
M5148,,China,Henan Lugou Coal Mine,,郑州煤炭工业（集团）有限责任公司芦沟煤矿,,,https://www.gem.wiki/郑州煤炭工业（集团）有限责任公司芦沟煤矿,Operating,,,,Zhengzhou Coal Industry Group Co Ltd,,郑州煤炭工业（集团）有限责任公司芦沟煤矿,,,0.6,,2023.0,,Underground,Longwall,,,Exact,1761.0,Exact,Anthracite,Thermal,,,,,8.17,2023.0,27.0,14.0,1972.0,,18.0,2012.0,,34.552948,113.502283,Exact,,,,突出矿井,2024.0,,,,,N,Y,18.16,0.0122,1.0,0.36,,河南省郑州市新密市岳村镇,,1.6,27.1,N,
M5147,,China,Henan Pingdingshan Pishan Coal Mine,,平顶山市瑞平煤电有限公司庇山煤矿,,,https://www.gem.wiki/平顶山市瑞平煤电有限公司庇山煤矿,Operating,,,,Pingdingshan City Ruiping Coal Power Co Ltd,,平顶山市瑞平煤电有限公司庇山煤矿,,,0.85,,2024.0,,Underground,,,,Exact,1103.0,Exact,Bituminous,Met,,,,,12.13,2020.0,26.0,14.0,2016.0,,10.0,2020.0,,34.228486,112.788756,Exact,,,,高瓦斯,2025.0,,,,,N,N,16.35,0.011,0.9,0.33,,河南省平顶山市汝州市骑岭乡山王寨村,,1.6,17.2,N,
M5142,,China,Henan Sanmenxia Longwangzhuang Coal Mine,,三门峡龙王庄煤业有限责任公司,,,https://www.gem.wiki/三门峡龙王庄煤业有限责任公司,Operating,,,,Sanmenxia Longwangzhuang Coal Industry Co Ltd,E100002010272,三门峡龙王庄煤业有限责任公司,Sanmenxia Longwangzhuang Coal Industry Co Ltd [100.0%],,0.7,,2024.0,,Underground,Longwall,,,Estimate,822.0,Exact,Bituminous,Met,,,,,10.66,2024.0,,15.0,2009.0,,15.0,2024.0,,34.761615,111.593236,Exact,,,,高瓦斯,2025.0,,,,,N,N,10.39,0.007,0.57,0.21,E100002010272 [100.0%],河南省三门峡市渑池县英豪镇翟延村,,1.6,13.3,N,
M5139,,China,Henan Shuohe Coal Mine,,永煤集团股份有限公司顺和煤矿,,,https://www.gem.wiki/永煤集团股份有限公司顺和煤矿,Operating,,,,Yongmei Group Co Ltd,E100000124362,永煤集团股份有限公司顺和煤矿,Yongmei Group Co Ltd [100.0%],,0.6,,2020.0,,Underground,Longwall,,,Estimate,987.0,Exact,Anthracite,Thermal,,,,,32.51,2015.0,,54.0,2008.0,,46.0,2008.0,,34.09555,116.345079,Exact,,,,突出矿井,2025.0,,,,,N,N,15.79,0.0106,0.87,0.32,E100000124362 [100.0%],河南省商丘市永城市顺和镇夏楼村,,1.6,23.6,N,
M4744,,China,Henan Tian'an No.9 Coal Mine,,平顶山天安煤业九矿有限责任公司,,,https://www.gem.wiki/平顶山天安煤业九矿有限责任公司,Operating,,,,Pingdingshan Tian'an Coal Industry Jiukuang Co Ltd,E100002010688,平顶山天安煤业九矿有限责任公司,Pingdingshan Tian'an Coal Industry Jiukuang Co Ltd [100.0%],,0.9,,2024.0,,Underground,,,,Exact,2363.0,Exact,Bituminous,Met,,,,,16.82,2022.0,49.0,19.0,1959.0,,13.0,2024.0,,33.789756,113.19757,Exact,Steel Plant,武汉钢铁股份有限公司,https://www.gem.wiki/Wuhan_Iron_and_Steel_Co_Ltd,突出矿井,2025.0,,,,,N,N,14.13,0.0095,0.78,0.28,E100002010688 [100.0%],河南省平顶山市新华区青石路,,1.6,14.1,N,
M5432,,China,Henan Wuguiqiao Coal Mine,驻马店市吴桂桥煤矿集团有限公司,河南省驻马店市吴桂桥煤矿,,,https://www.gem.wiki/河南省驻马店市吴桂桥煤矿,Operating,,,,Zhumadian City Wuguiqiao Coal Mine Group Co Ltd,E100002009215,驻马店市吴桂桥煤矿集团有限公司,Zhumadian City Wuguiqiao Coal Mine Group Co Ltd [100.0%],,0.45,,2025.0,,Underground,Longwall,,,Exact,1550.0,Exact,Anthracite,Thermal & Met,50.0,50.0,Estimated,2015.0,39.33,2014.0,88.0,87.0,2011.0,,54.0,2025.0,Yuxi Coal Field,32.884363,114.091002,Exact,,Henan Gucheng power station,https://www.gem.wiki/Henan_Gucheng_power_station,低瓦斯,2025.0,,,,,N,N,12.16,0.0081,0.67,0.24,E100002009215 [100.0%],河南省驻马店市确山县古城乡,,1.6,24.2,N,
M4746,,China,Henan Xiangshan Coal Mine,,平顶山天安煤业香山矿有限公司,,,https://www.gem.wiki/平顶山天安煤业香山矿有限公司,Operating,,,,Pingdingshan Tian'an Coal Industry Xiangshan Mine Co Ltd,E100002010687,平顶山天安煤业香山矿有限公司,Pingdingshan Tian'an Coal Industry Xiangshan Mine Co Ltd [100.0%],China,0.9,,2024.0,,Underground,,,,Exact,1750.0,Exact,Bituminous,Met,,,,,5.65,2024.0,23.0,6.0,2014.0,,5.0,2024.0,,33.824235,113.148819,Exact,,,,高瓦斯,2025.0,,,,,N,N,15.71,0.0105,0.87,0.31,E100002010687 [100.0%],河南省平顶山市宝丰县周庄镇牛庄村,,1.6,15.6,N,
M5524,,China,Henan Yushan Coal Mine,,义煤集团新安县郁山煤业有限公司,,,https://www.gem.wiki/义煤集团新安县郁山煤业有限公司,Operating,,,,Yima Coal Industry Group Co Ltd,E100000122095,义马煤业集团股份有限公司,China Huarong Asset Management Co Ltd [7.8%]; China Cinda Asset Management Co Ltd [23.2%]; Henan Provincial People's Government State-owned Assets Supervision and Administration Commission [65.1%]; unknown [3.9%],,0.7,,2025.0,,Underground,Longwall,,,Estimate,583.0,Exact,Bituminous,Thermal,,,,,8.94,2022.0,,13.0,1958.0,,12.0,2022.0,Yuxi Coal Field,34.692517,112.100047,Exact,,,,低瓦斯,2025.0,,,,,N,N,10.39,0.007,0.57,0.21,E100000123273 [7.8%]; E100000123329 [23.2%]; E100000125490 [65.1%]; E100000132388 [3.9%],河南省洛阳市新安县南李村镇郁山村,,1.6,13.3,N,
M5155,,China,Henan Zhenghong Hengtai Xinmi Coal Mine,,郑宏恒泰（新密）煤业有限公司,,,https://www.gem.wiki/郑宏恒泰（新密）煤业有限公司,Operating,,,,Zhenghong Hengtai Xinmi Coal Industry Co Ltd,E100002009226,郑宏恒泰（新密）煤业有限公司,Zhenghong Hengtai Xinmi Coal Industry Co Ltd [100.0%],,0.6,,2025.0,,Underground,Longwall,,,Exact,801.0,Exact,Anthracite,Thermal,,,,,5.53,2018.0,,9.0,,,13.0,2018.0,Xinmi,34.518424,113.515963,Exact,,,,低瓦斯,2025.0,,,,,N,N,18.7,0.0125,1.03,0.37,E100002009226 [100.0%],河南省郑州市新密市刘寨镇西马庄村,,1.6,27.9,N,
M5154,,China,Henan Zhengzhou Xinfeng Coal Mine,,郑州广贤工贸有限公司新丰煤矿,,,https://www.gem.wiki/郑州广贤工贸有限公司新丰煤矿,Operating,,,,Zhengzhou Guangxian Industry and Trade Co Ltd,E100002009220,郑州广贤工贸有限公司新丰煤矿,Zhengzhou Guangxian Industry and Trade Co Ltd [100.0%],,0.6,,2025.0,,Underground,Longwall,,,Exact,642.0,Exact,Bituminous,Thermal,,,,,18.91,2011.0,,32.0,2005.0,,21.0,2025.0,,34.329887,112.979662,Exact,,,,突出矿井,2025.0,,,,,N,N,12.42,0.0083,0.69,0.25,E100002009220 [100.0%],河南省郑州市登封市大金店镇陈楼村,,1.6,18.5,N,
M5152,,China,Henan Zhongmei Jiaoxue No.3 Coal Mine,,登封市教学三矿煤炭有限公司,,,https://www.gem.wiki/中煤登封教学三矿,Mothballed,,,,Dengfeng City Teaching Third Mine Coal Company,,登封市教学三矿煤炭有限公司,,,0.84,,2025.0,,Underground,Longwall,,,Exact,1198.0,Exact,Anthracite,Thermal,,,,,4.64,2021.0,,6.0,2000.0,,3.0,2025.0,,34.331911,113.141389,Exact,,,,低瓦斯,2025.0,,,,,N,N,19.26,0.0129,1.06,0.38,,河南省郑州市登封市徐庄镇高坡村,,1.6,20.5,N,
M5151,,China,Henan Zhongmei Xindeng Zhengzhou Coal Mine,,中煤新登郑州煤业有限公司,,,https://www.gem.wiki/中煤新登郑州煤业有限公司,Operating,,,,Zhongmei Xindeng Zhengzhou Coal Industry Co Ltd,E100002009216,中煤新登郑州煤业有限公司,Zhongmei Xindeng Zhengzhou Coal Industry Co Ltd [100.0%],,0.84,,2025.0,,Underground,Longwall,,,Exact,1573.0,Exact,Bituminous,Thermal & Met,,,,,15.04,2021.0,,18.0,2008.0,,10.0,2025.0,,34.370015,113.155453,Exact,,,,低瓦斯,2024.0,,,,,N,N,12.68,0.0085,0.7,0.25,E100002009216 [100.0%],"河南省郑州市登封市
告成镇",,1.6,13.5,N,
M5438,,China,Henan Zhujiao Coal Mine,,河南省安阳市主焦煤业有限责任公司主焦煤矿,,,https://www.gem.wiki/河南省安阳市主焦煤业有限责任公司主焦煤矿,Operating,,,,Anyang City Zhujiao Coal Industry Co Ltd,E100002009238,安阳市主焦煤业有限责任公司,Anyang City Zhujiao Coal Industry Co Ltd [100.0%],,0.6,,2023.0,,Underground,Longwall,,,Exact,1060.0,Exact,Bituminous,Met,,,,,3.27,2019.0,42.0,5.0,2017.0,,4.0,2021.0,,36.271786,114.097192,Exact,,,,突出矿井,2025.0,,,,,N,N,11.73,0.0079,0.65,0.23,E100002009238 [100.0%],河南省安阳市殷都区伦掌乡,,1.6,17.5,N,
M1799,,China,Hengbo Coal Mine,准格尔旗路鑫聚煤炭有限责任公司煤矿,内蒙古恒东集团恒博煤炭有限责任公司煤矿,,,https://www.gem.wiki/内蒙古恒东集团恒博煤炭有限责任公司煤矿,Operating,,,,Inner Mongolia Hengdong Group Hengbo Coal Company,,,,China,2.4,,2021.0,,Surface,Open Pit,,,Exact,442.0,Exact,Bituminous,Thermal,,,,,22.0,2022.0,31.0,9.0,2009.0,,8.0,2022.0,Jungar,39.544816,110.514796,Exact,,,,,,,,,,N,N,15.33,0.0103,0.85,0.31,,内蒙古自治区鄂尔多斯市准格尔旗那日松镇,,1.5,6.1,N,
M1945,,China,Hengda Coal Mine,,阜新矿业（集团）有限责任公司恒大煤矿,,,https://www.gem.wiki/阜新矿业（集团）有限责任公司恒大煤矿,Operating,,,,Fuxin Mining Group Hengda Coal Mine,,阜新矿业（集团）有限责任公司恒大煤矿,,China,1.2,,2025.0,,Underground,Longwall,,,Exact,2655.0,Exact,Bituminous,Thermal & Met,,,,,11.0,2022.0,,10.0,1987.0,,12.0,2022.0,Fuxin,41.929012,121.613943,Exact,,,,突出矿井,2024.0,,,,,N,N,18.49,0.0124,1.02,0.37,,辽宁省阜新市海州区韩家店镇,,1.6,13.8,N,
M3730,,China,Hengshan Tianyun Coal Mine,,横山县天云煤矿有限公司天云煤矿,,,https://www.gem.wiki/横山县天云煤矿有限公司天云煤矿,Proposed,Construction,Resource Consolidation and Restructuring,,Hengshan County Tianyun Coal Mine Company,,,,China,1.5,,,,Underground,Longwall,,,Exact,565.0,Exact,Bituminous,Met,,,,,46.0,2019.0,116.0,31.0,,,24.0,2023.0,Northern Shaanxi Triassic,37.561086,109.459653,Exact,,,,低瓦斯,2023.0,,,,,N,N,8.88,0.0059,0.49,0.18,,陕西省榆林市横山县石湾镇,,1.6,5.3,N,
M0235,,China,Hengshi Coal Mine,,乌海市恒实能源实业有限公司恒实煤矿,,,https://www.gem.wiki/乌海市恒实能源实业有限公司恒实煤矿,Mothballed,,Expansion,,Wuhai Hengshi Energy Industry Company,,,,China,1.2,,2023.0,,Surface,Open Pit,,,Exact,254.0,Exact,Bituminous,Met,100.0,0.0,Estimated,2021.0,2.0,2021.0,4.0,2.0,2021.0,,2.0,,Zhuozishan,39.723889,106.892778,Exact,,,,低瓦斯,,,,,,N,N,12.98,0.0087,0.72,0.26,,内蒙古自治区乌海市海勃湾区摩尔沟矿区,,1.5,10.3,N,
M3071,,China,Hengtai Changshun Coal Mine,,山西煤炭运销集团盂县恒泰常顺煤业有限公司,,,https://www.gem.wiki/山西煤炭运销集团盂县恒泰常顺煤业有限公司,Operating,,,,Shanxi Coal Transportation and Marketing Group Yuxian Hengtai Changshun Coal Industry Company,,,,China,0.9,,2022.0,,Underground,Longwall,,,Exact,786.0,Exact,Bituminous,Met,,,,,36.0,2021.0,,40.0,2014.0,,27.0,,Qinshui,38.041528,113.289818,Exact,,,,高瓦斯,2024.0,,,,,N,N,9.65,0.0065,0.53,0.19,,山西省阳泉盂县南娄镇东南关村,,1.6,9.6,N,
M1946,,China,Hengtai Nanzhuang Coal Mine,,山西陆合集团恒泰南庄煤业有限公司,,,https://www.gem.wiki/山西陆合集团恒泰南庄煤业有限公司,Operating,,,,Shanxi Luhe Group Hengtai Nanzhuang Coal Industry Company,,,,China,1.5,,2022.0,,Underground,,,,Exact,398.0,Exact,Bituminous,Met,,,,,43.0,2017.0,84.0,29.0,2016.0,,3.0,,Huoxi,36.41679,111.393047,Exact,,,,低瓦斯,2024.0,,,,,N,N,16.92,0.0113,0.94,0.34,,山西省临汾市洪洞县山头乡曲家岭村,,1.6,10.1,N,
M3072,,China,Hengtai Queen Coal Mine,,山西煤炭运销集团盂县恒泰皇后煤业有限公司,,,https://www.gem.wiki/山西煤炭运销集团盂县恒泰皇后煤业有限公司,Operating,,Resource Consolidation and Restructuring,,Shanxi Coal Transportation and Marketing Group Yuxian Hengtai Queen Coal Industry Company,,,,China,0.9,,2022.0,,Underground,Longwall,,,Estimate,1310.0,Exact,Anthracite,Thermal,,,,,13.0,2016.0,,15.0,2016.0,,5.0,,,38.001844,113.437795,Exact,,,,高瓦斯,2024.0,,,,,N,N,23.69,0.0159,1.31,0.47,,山西省阳泉市盂县路家村镇刘家村,,1.6,23.6,N,
M1947,,China,Hengyuan Coal Mine,,安徽恒源煤电股份有限公司煤矿,,,https://www.gem.wiki/安徽恒源煤电股份有限公司煤矿,Operating,,,,Anhui Hengyuan Coal and Electricity Company,,,,China,2.0,,2022.0,,Underground,Longwall,,,Exact,3717.0,Exact,Anthracite,Thermal,,,,,101.0,2025.0,171.0,51.0,1993.0,,11.0,,Huaibei,33.924591,116.67153,Exact,,,,突出矿井,2024.0,,,,,N,N,54.05,0.0362,2.99,1.08,,安徽省淮北市濉溪县刘桥镇,,1.6,24.2,N,
M0236,,China,Hequ Jiuxian Coal Mine,,山西煤炭进出口集团河曲旧县露天煤业有限公司,,,https://www.gem.wiki/山西煤炭进出口集团河曲旧县露天煤业有限公司,Operating,,,,Shanxi Coal Import Export Group Hequ Old County Open-Pit Coal Industry Co,,,,China,10.0,,2022.0,,Surface,Open Pit,,,Exact,412.0,Exact,Bituminous,Thermal,,,,,143.0,2022.0,205.0,14.0,2016.0,,8.0,2022.0,,39.140067,111.196655,Exact,,,,低瓦斯,2022.0,,,,,N,N,86.9,0.0582,4.8,1.74,,山西省忻州市河曲县旧县乡,,1.5,8.3,N,
M1312,,China,Heshan Coal Mine,,山西汾西矿业集团正新煤焦有限责任公司和善煤矿,,,https://www.gem.wiki/山西汾西正新煤焦有限责任公司和善煤矿,Mothballed,,Resource Consolidation and Restructuring,,Shanxi Fenxi Zhengxin Coking Coal Company,,,,China,1.8,,2022.0,,Underground,,,,Exact,839.0,Estimate,Bituminous,Met,,,,,53.0,2021.0,,30.0,2021.0,,24.0,2021.0,,36.841979,112.209676,Exact,,,,低瓦斯,2024.0,,,,,N,N,27.94,0.0187,1.54,0.56,,山西省长治市沁源县王陶乡松罗村,,1.6,13.9,N,
M3073,,China,Heshun Hongrun Coal Mine,,山西煤炭运销集团和顺鸿润煤业有限公司,,,https://www.gem.wiki/山西煤炭运销集团和顺鸿润煤业有限公司,Mothballed,,,,Shanxi Coal Transportation and Marketing Group Heshun Hongrun Coal Industry Company,,,,China,0.9,,2022.0,,Surface,Open Pit,,,Estimate,260.0,Exact,Anthracite,Thermal,,,,,25.0,2017.0,,28.0,2012.0,,15.0,,Qinshui,37.228849,113.498279,Exact,,,,,,,,,,N,N,18.66,0.0125,1.03,0.37,,山西省晋中市和顺县喂马乡河绪村,,1.5,19.8,N,
M3731,,China,Heshun Longhua Coal Mine,,山西和顺隆华煤业有限责任公司,,,https://www.gem.wiki/山西和顺隆华煤业有限责任公司,Operating,Test Operation,,,Shanxi Heshunlonghua Coal Industry Company,,,,China,1.8,,2022.0,,Underground,Longwall,,,Exact,134.0,Exact,Bituminous,Thermal & Met,,,,,70.0,2020.0,151.0,33.0,2022.0,,30.0,2020.0,Qinshui,37.296753,113.528164,Exact,,,,高瓦斯,2024.0,,,,,Y,N,21.91,0.0147,1.21,0.44,,山西省晋中市和顺县义兴镇南窑村,,1.6,10.9,N,
M1948,,China,Heshun Lvxin Coal Mine,,山西煤炭运销集团和顺吕鑫煤业有限公司,,,https://www.gem.wiki/山西煤炭运销集团和顺吕鑫煤业有限公司,Mothballed,,Resource Consolidation and Restructuring,,Shanxi Coal Transportation and Marketing Group Jinzhong Company,,,,China,2.0,,2022.0,,Surface,Open Pit,,,Exact,280.0,Exact,Bituminous,Thermal,,,,,37.0,2018.0,,18.0,2013.0,,38.0,2018.0,Qinshui,37.383744,113.676189,Exact,,,,,,,,,,N,N,28.27,0.0189,1.56,0.56,,山西省晋中市和顺县牛川乡黄岭村,,1.5,13.5,N,
M0237,,China,Hesigewula South Surface Coal Mine,,内蒙古锡林河煤化工有限责任公司贺斯格乌拉南露天煤矿,,,https://www.gem.wiki/内蒙古锡林河煤化工有限责任公司贺斯格乌拉南露天煤矿,Operating,,,,Inner Mongolia Xilinhe Coal Chemical Company,,,,China,15.0,,2025.0,,Surface,Open Pit,,,Exact,1207.0,Exact,Lignite,Thermal,,,,,512.0,2025.0,982.0,34.0,2023.0,,32.0,2021.0,,45.92834677,119.106687,Exact,,,,,,,,,,N,N,34.39,0.023,1.9,0.69,,内蒙古自治区锡林郭勒盟乌拉盖管理区巴彦胡硕镇,,1.5,2.2,N,
M0238,,China,Hetaoyu Coal Mine,,华能庆阳煤电有限责任公司核桃峪煤矿,,,https://www.gem.wiki/华能庆阳煤电有限责任公司核桃峪煤矿,Operating,,New,,China Huaneng Gansu Energy Development Company,,,,China,8.0,,2022.0,,Underground,,,,Exact,931.0,Exact,Bituminous,Thermal & Chemical,,,,,1198.0,2022.0,2082.0,150.0,2022.0,,107.0,2022.0,Ningzheng,35.269947,107.946376,Exact,Coal Plant,中国华能陇东能源基地调峰煤电项目（华能正宁电厂）,https://www.gem.wiki/Gansu_Zhengning_power_station,高瓦斯,2022.0,,,,,N,N,158.14,0.106,8.74,3.16,,甘肃省庆阳市正宁县宫河镇,,1.6,17.7,N,
