GridID,X_Lon,Y_Lat,PM2.5,SO4,NO3,BC
1,109.45,18.15,17.7,3.9,2.51,1.41
2,109.55,18.15,18.4,4.05,2.6,1.46
3,109.65,18.15,18.5,4.09,2.62,1.47
4,109.45,18.25,19.9,4.37,2.76,1.56
5,109.55,18.25,20.2,4.4,2.79,1.58
6,109.65,18.25,18.5,4.01,2.53,1.44
7,109.75,18.25,17.4,3.8,2.41,1.38
8,108.95,18.35,18.1,3.98,2.58,1.4
9,109.05,18.35,18.1,4.0,2.54,1.4
10,109.15,18.35,18.5,4.07,2.55,1.42
11,109.25,18.35,19.5,4.28,2.68,1.49
12,109.35,18.35,21.0,4.57,2.82,1.59
13,109.45,18.35,22.0,4.78,2.9,1.67
14,109.55,18.35,21.6,4.65,2.82,1.64
15,109.65,18.35,20.7,4.42,2.72,1.57
16,109.75,18.35,19.0,4.07,2.51,1.45
21,108.85,18.45,20.5,4.43,2.94,1.56
22,108.95,18.45,21.0,4.56,2.98,1.59
23,109.05,18.45,19.3,4.19,2.66,1.46
24,109.15,18.45,20.7,4.54,2.81,1.57
25,109.25,18.45,22.1,4.83,2.97,1.67
26,109.35,18.45,16.8,3.69,2.23,1.29
27,109.45,18.45,18.9,4.07,2.4,1.44
28,109.55,18.45,17.7,3.82,2.26,1.35
29,109.65,18.45,22.4,4.78,2.9,1.69
30,109.75,18.45,21.1,4.44,2.73,1.58
31,109.85,18.45,21.5,4.54,2.77,1.62
32,109.95,18.45,21.0,4.49,2.78,1.6
33,110.05,18.45,20.9,4.49,2.92,1.62
34,108.65,18.55,20.0,4.38,2.85,1.52
35,108.75,18.55,20.8,4.53,2.96,1.57
36,108.85,18.55,21.0,4.55,2.98,1.6
37,108.95,18.55,20.1,4.34,2.79,1.52
38,109.05,18.55,22.5,4.86,3.07,1.69
39,109.15,18.55,18.2,3.96,2.45,1.39
40,109.25,18.55,15.8,3.5,2.13,1.22
41,109.35,18.55,19.4,4.24,2.53,1.48
42,109.45,18.55,15.6,3.43,2.02,1.21
43,109.55,18.55,19.8,4.3,2.54,1.51
44,109.65,18.55,25.8,5.54,3.31,1.95
45,109.75,18.55,24.8,5.24,3.18,1.85
46,109.85,18.55,22.0,4.6,2.84,1.63
47,109.95,18.55,21.7,4.61,2.87,1.64
48,110.05,18.55,23.2,4.96,3.16,1.77
49,110.15,18.55,21.2,4.55,2.98,1.65
50,108.75,18.65,18.3,3.96,2.52,1.37
51,108.85,18.65,18.2,3.9,2.47,1.35
52,108.95,18.65,18.6,3.97,2.52,1.39
53,109.05,18.65,23.4,5.03,3.16,1.75
54,109.15,18.65,22.9,4.99,3.04,1.75
55,109.25,18.65,18.4,4.05,2.46,1.41
56,109.35,18.65,14.8,3.31,1.98,1.16
57,109.45,18.65,16.0,3.6,2.15,1.26
58,109.55,18.65,24.3,5.4,3.2,1.87
59,109.65,18.65,27.3,6.0,3.58,2.09
60,109.75,18.65,26.1,5.67,3.43,1.99
61,109.85,18.65,23.4,5.01,3.1,1.77
62,109.95,18.65,22.2,4.75,2.95,1.67
63,110.05,18.65,18.8,3.98,2.52,1.42
64,110.15,18.65,21.3,4.5,2.86,1.61
65,110.25,18.65,21.8,4.65,2.97,1.67
66,110.35,18.65,21.5,4.59,3.0,1.67
67,110.45,18.65,21.0,4.5,2.96,1.63
68,108.65,18.75,20.8,4.54,2.92,1.56
69,108.75,18.75,18.9,4.01,2.53,1.39
70,108.85,18.75,14.0,3.0,1.86,1.03
71,108.95,18.75,15.1,3.25,2.03,1.13
72,109.05,18.75,22.7,4.92,3.02,1.71
73,109.15,18.75,25.3,5.57,3.39,1.93
74,109.25,18.75,24.8,5.45,3.33,1.9
75,109.35,18.75,16.2,3.62,2.19,1.26
76,109.45,18.75,18.5,4.23,2.54,1.45
77,109.55,18.75,19.4,4.45,2.67,1.53
78,109.65,18.75,16.8,3.76,2.26,1.32
79,109.75,18.75,19.8,4.4,2.66,1.54
80,109.85,18.75,15.6,3.5,2.12,1.24
81,109.95,18.75,14.3,3.15,1.93,1.12
82,110.05,18.75,21.8,4.61,2.88,1.64
83,110.15,18.75,22.0,4.62,2.87,1.64
84,110.25,18.75,20.6,4.36,2.75,1.55
85,110.35,18.75,22.2,4.73,3.08,1.71
86,110.45,18.75,22.7,4.8,3.19,1.74
87,110.55,18.75,21.0,4.46,2.94,1.62
88,108.65,18.85,22.8,4.96,3.13,1.69
89,108.75,18.85,20.5,4.35,2.74,1.51
90,108.85,18.85,15.2,3.27,2.03,1.13
91,108.95,18.85,16.1,3.46,2.14,1.2
92,109.05,18.85,20.1,4.33,2.67,1.52
93,109.15,18.85,23.7,5.21,3.17,1.81
94,109.25,18.85,20.1,4.43,2.71,1.54
95,109.35,18.85,15.9,3.59,2.17,1.23
96,109.45,18.85,19.4,4.45,2.69,1.52
97,109.55,18.85,16.6,3.82,2.3,1.3
98,109.65,18.85,13.2,3.0,1.82,1.04
99,109.75,18.85,14.4,3.24,1.96,1.14
100,109.85,18.85,14.6,3.25,1.97,1.15
101,109.95,18.85,14.1,3.12,1.89,1.11
102,110.05,18.85,21.8,4.69,2.88,1.66
103,110.15,18.85,22.6,4.77,2.96,1.69
104,110.25,18.85,22.3,4.7,2.96,1.67
105,110.35,18.85,24.1,5.12,3.27,1.83
106,110.45,18.85,23.4,4.93,3.26,1.79
107,110.55,18.85,23.0,4.84,3.2,1.76
108,108.65,18.95,22.5,4.84,3.06,1.64
109,108.75,18.95,22.7,4.82,3.02,1.63
110,108.85,18.95,23.9,5.04,3.1,1.72
111,108.95,18.95,20.6,4.36,2.69,1.51
112,109.05,18.95,17.7,3.83,2.36,1.33
113,109.15,18.95,17.0,3.72,2.29,1.29
114,109.25,18.95,18.9,4.2,2.57,1.44
115,109.35,18.95,20.3,4.57,2.78,1.56
116,109.45,18.95,20.6,4.69,2.85,1.6
117,109.55,18.95,18.6,4.2,2.56,1.45
118,109.65,18.95,14.7,3.32,2.02,1.16
119,109.75,18.95,11.4,2.57,1.56,0.89
120,109.85,18.95,13.0,2.89,1.75,1.02
121,109.95,18.95,13.7,3.02,1.84,1.07
122,110.05,18.95,21.8,4.72,2.9,1.67
123,110.15,18.95,22.8,4.93,3.03,1.74
124,110.25,18.95,22.1,4.68,2.96,1.65
125,110.35,18.95,21.7,4.6,2.89,1.63
126,110.45,18.95,23.4,4.94,3.13,1.76
127,110.55,18.95,23.9,5.03,3.23,1.81
128,108.65,19.05,24.4,5.24,3.3,1.78
129,108.75,19.05,24.4,5.08,3.09,1.71
130,108.85,19.05,24.3,5.05,3.07,1.71
131,108.95,19.05,25.7,5.41,3.32,1.85
132,109.05,19.05,17.7,3.85,2.36,1.33
133,109.15,19.05,18.9,4.17,2.56,1.43
134,109.25,19.05,20.3,4.49,2.76,1.54
135,109.35,19.05,20.9,4.7,2.87,1.6
136,109.45,19.05,19.6,4.42,2.7,1.5
137,109.55,19.05,17.1,3.85,2.35,1.31
138,109.65,19.05,14.8,3.34,2.03,1.16
139,109.75,19.05,13.7,3.08,1.85,1.07
140,109.85,19.05,17.8,3.96,2.37,1.39
141,109.95,19.05,13.5,2.97,1.81,1.05
142,110.05,19.05,14.8,3.24,1.99,1.15
143,110.15,19.05,16.7,3.67,2.25,1.29
144,110.25,19.05,22.8,4.86,3.05,1.71
145,110.35,19.05,19.9,4.18,2.63,1.47
