GridID,X_Lon,Y_Lat,PM2.5,SO4,NO3,BC
1,109.45,18.15,9.3,1.88,1.33,0.62
2,109.55,18.15,9.6,1.94,1.37,0.64
3,109.65,18.15,9.7,1.97,1.38,0.65
4,109.45,18.25,11.1,2.28,1.58,0.74
5,109.55,18.25,11.2,2.29,1.58,0.74
6,109.65,18.25,10.6,2.17,1.49,0.7
7,109.75,18.25,9.3,1.9,1.31,0.62
8,108.95,18.35,10.5,2.19,1.54,0.69
9,109.05,18.35,10.5,2.19,1.53,0.7
10,109.15,18.35,10.4,2.18,1.5,0.69
11,109.25,18.35,9.0,1.89,1.3,0.6
12,109.35,18.35,9.2,1.95,1.29,0.61
13,109.45,18.35,10.6,2.23,1.48,0.7
14,109.55,18.35,9.9,2.07,1.38,0.66
15,109.65,18.35,9.3,1.95,1.3,0.62
16,109.75,18.35,11.2,2.31,1.56,0.74
21,108.85,18.45,11.4,2.38,1.68,0.74
22,108.95,18.45,11.6,2.44,1.69,0.75
23,109.05,18.45,8.9,1.87,1.29,0.58
24,109.15,18.45,8.7,1.85,1.26,0.57
25,109.25,18.45,9.1,1.93,1.3,0.6
26,109.35,18.45,8.3,1.78,1.16,0.55
27,109.45,18.45,9.6,2.06,1.34,0.64
28,109.55,18.45,9.1,1.94,1.26,0.6
29,109.65,18.45,9.6,1.99,1.34,0.63
30,109.75,18.45,10.4,2.15,1.44,0.68
31,109.85,18.45,11.2,2.31,1.54,0.73
32,109.95,18.45,11.3,2.34,1.57,0.74
33,110.05,18.45,11.5,2.36,1.62,0.75
34,108.65,18.55,11.6,2.44,1.71,0.75
35,108.75,18.55,11.8,2.5,1.73,0.76
36,108.85,18.55,11.2,2.36,1.64,0.72
37,108.95,18.55,9.8,2.07,1.42,0.63
38,109.05,18.55,10.3,2.18,1.5,0.67
39,109.15,18.55,9.8,2.08,1.41,0.64
40,109.25,18.55,8.4,1.82,1.21,0.56
41,109.35,18.55,9.4,2.02,1.33,0.62
42,109.45,18.55,6.3,1.36,0.9,0.42
43,109.55,18.55,9.2,1.99,1.3,0.62
44,109.65,18.55,9.9,2.09,1.39,0.66
45,109.75,18.55,9.5,1.98,1.33,0.63
46,109.85,18.55,8.6,1.8,1.2,0.57
47,109.95,18.55,10.2,2.12,1.41,0.67
48,110.05,18.55,11.6,2.41,1.63,0.76
49,110.15,18.55,11.2,2.3,1.58,0.73
50,108.75,18.65,11.5,2.44,1.68,0.73
51,108.85,18.65,9.6,2.05,1.41,0.61
52,108.95,18.65,9.3,1.98,1.36,0.6
53,109.05,18.65,9.5,2.04,1.39,0.61
54,109.15,18.65,10.2,2.21,1.48,0.66
55,109.25,18.65,8.6,1.88,1.24,0.56
56,109.35,18.65,8.1,1.77,1.16,0.54
57,109.45,18.65,6.2,1.35,0.91,0.42
58,109.55,18.65,9.6,2.07,1.38,0.65
59,109.65,18.65,10.5,2.26,1.51,0.71
60,109.75,18.65,9.9,2.12,1.41,0.66
61,109.85,18.65,8.2,1.73,1.15,0.54
62,109.95,18.65,9.0,1.91,1.28,0.6
63,110.05,18.65,8.8,1.85,1.24,0.57
64,110.15,18.65,9.3,1.96,1.3,0.6
65,110.25,18.65,11.0,2.29,1.55,0.71
66,110.35,18.65,11.0,2.25,1.54,0.71
